"kommune","parti","stemmer"
"1711 Meråker","Fellesliste Det nye Folkepartiet",15
"1714 Stjørdal","Arbeiderpartiet",3815
"1714 Stjørdal","Fremskrittspartiet",102
"1714 Stjørdal","Senterpartiet",1584
"1714 Stjørdal","Sosialistisk Venstreparti",273
"1714 Stjørdal","Norges Kommunistiske Parti",15
"1714 Stjørdal","Rød valgallianse",40
"1714 Stjørdal","Frie Folkevalgte",1
"1714 Stjørdal","Ensliges parti",6
"1714 Stjørdal","Norges demokratiske parti",4
"1714 Stjørdal","Fellesliste Venstre",415
"1714 Stjørdal","Fellesliste Kristelig folkeparti",966
"1714 Stjørdal","Fellesliste Høyre",848
"1714 Stjørdal","Fellesliste Det nye Folkepartiet",291
"1717 Frosta","Arbeiderpartiet",519
"1717 Frosta","Fremskrittspartiet",14
"1717 Frosta","Senterpartiet",362
"1717 Frosta","Sosialistisk Venstreparti",26
"1717 Frosta","Norges Kommunistiske Parti",1
"1717 Frosta","Rød valgallianse",3
"1717 Frosta","Frie Folkevalgte",2
"1717 Frosta","Ensliges parti",1
"1717 Frosta","Norges demokratiske parti",1
"1717 Frosta","Fellesliste Venstre",75
"1717 Frosta","Fellesliste Kristelig folkeparti",216
"1717 Frosta","Fellesliste Høyre",103
"1717 Frosta","Fellesliste Det nye Folkepartiet",38
"1718 Leksvik","Arbeiderpartiet",610
"1718 Leksvik","Fremskrittspartiet",30
"1718 Leksvik","Senterpartiet",511
"1718 Leksvik","Sosialistisk Venstreparti",24
"1718 Leksvik","Norges Kommunistiske Parti",2
"1718 Leksvik","Rød valgallianse",6
"1718 Leksvik","Frie Folkevalgte",3
"1718 Leksvik","Norges demokratiske parti",1
"1718 Leksvik","Fellesliste Venstre",93
"1718 Leksvik","Fellesliste Kristelig folkeparti",302
"1718 Leksvik","Fellesliste Høyre",167
"1718 Leksvik","Fellesliste Det nye Folkepartiet",12
"1719 Levanger","Arbeiderpartiet",3592
"1719 Levanger","Fremskrittspartiet",54
"1719 Levanger","Senterpartiet",1879
"1719 Levanger","Sosialistisk Venstreparti",302
"1719 Levanger","Norges Kommunistiske Parti",24
"1719 Levanger","Rød valgallianse",60
"1719 Levanger","Frie Folkevalgte",4
"1719 Levanger","Ensliges parti",2
"1719 Levanger","Norges demokratiske parti",5
"1719 Levanger","Fellesliste Venstre",768
"1719 Levanger","Fellesliste Kristelig folkeparti",907
"1719 Levanger","Fellesliste Høyre",900
"1719 Levanger","Fellesliste Det nye Folkepartiet",127
"1721 Verdal","Arbeiderpartiet",3410
"1721 Verdal","Fremskrittspartiet",74
"1721 Verdal","Senterpartiet",1053
"1721 Verdal","Sosialistisk Venstreparti",300
"1721 Verdal","Norges Kommunistiske Parti",87
"1721 Verdal","Rød valgallianse",37
"1721 Verdal","Frie Folkevalgte",2
"1721 Verdal","Ensliges parti",6
"1721 Verdal","Norges demokratiske parti",2
"1721 Verdal","Fellesliste Venstre",402
"1721 Verdal","Fellesliste Kristelig folkeparti",344
"1721 Verdal","Fellesliste Høyre",491
"1721 Verdal","Fellesliste Det nye Folkepartiet",233
"1723 Mosvik  (-2011)","Arbeiderpartiet",220
"1723 Mosvik  (-2011)","Fremskrittspartiet",2
"1723 Mosvik  (-2011)","Senterpartiet",145
"1723 Mosvik  (-2011)","Sosialistisk Venstreparti",9
"1723 Mosvik  (-2011)","Norges Kommunistiske Parti",1
"1723 Mosvik  (-2011)","Ensliges parti",1
"1723 Mosvik  (-2011)","Norges demokratiske parti",1
"1723 Mosvik  (-2011)","Fellesliste Venstre",32
"1723 Mosvik  (-2011)","Fellesliste Kristelig folkeparti",107
"1723 Mosvik  (-2011)","Fellesliste Høyre",19
"1723 Mosvik  (-2011)","Fellesliste Det nye Folkepartiet",2
"1724 Verran","Arbeiderpartiet",1265
"1724 Verran","Fremskrittspartiet",20
"1724 Verran","Senterpartiet",214
"1724 Verran","Sosialistisk Venstreparti",109
"1724 Verran","Norges Kommunistiske Parti",21
"1724 Verran","Rød valgallianse",11
"1724 Verran","Ensliges parti",2
"1724 Verran","Norges demokratiske parti",1
"1724 Verran","Fellesliste Venstre",107
"1724 Verran","Fellesliste Kristelig folkeparti",140
"1724 Verran","Fellesliste Høyre",106
"1724 Verran","Fellesliste Det nye Folkepartiet",48
"1725 Namdalseid","Arbeiderpartiet",397
"1725 Namdalseid","Fremskrittspartiet",9
"1725 Namdalseid","Senterpartiet",329
"1725 Namdalseid","Sosialistisk Venstreparti",43
"1725 Namdalseid","Norges Kommunistiske Parti",2
"1725 Namdalseid","Rød valgallianse",1
"1725 Namdalseid","Frie Folkevalgte",1
"1725 Namdalseid","Fellesliste Venstre",130
"1725 Namdalseid","Fellesliste Kristelig folkeparti",108
"1725 Namdalseid","Fellesliste Høyre",37
"1725 Namdalseid","Fellesliste Det nye Folkepartiet",5
"1729 Inderøy (-2011)","Arbeiderpartiet",1431
"1729 Inderøy (-2011)","Fremskrittspartiet",22
"1729 Inderøy (-2011)","Senterpartiet",893
"1729 Inderøy (-2011)","Sosialistisk Venstreparti",74
"1729 Inderøy (-2011)","Rød valgallianse",17
"1729 Inderøy (-2011)","Frie Folkevalgte",1
"1729 Inderøy (-2011)","Norges demokratiske parti",1
"1729 Inderøy (-2011)","Fellesliste Venstre",272
"1729 Inderøy (-2011)","Fellesliste Kristelig folkeparti",202
"1729 Inderøy (-2011)","Fellesliste Høyre",107
"1729 Inderøy (-2011)","Fellesliste Det nye Folkepartiet",8
"1736 Snåase - Snåsa","Arbeiderpartiet",653
"1736 Snåase - Snåsa","Fremskrittspartiet",7
"1736 Snåase - Snåsa","Senterpartiet",521
"1736 Snåase - Snåsa","Sosialistisk Venstreparti",60
"1736 Snåase - Snåsa","Norges Kommunistiske Parti",5
"1736 Snåase - Snåsa","Rød valgallianse",8
"1736 Snåase - Snåsa","Frie Folkevalgte",1
"1736 Snåase - Snåsa","Norges demokratiske parti",2
"1736 Snåase - Snåsa","Fellesliste Venstre",139
"1736 Snåase - Snåsa","Fellesliste Kristelig folkeparti",31
"1736 Snåase - Snåsa","Fellesliste Høyre",86
"1736 Snåase - Snåsa","Fellesliste Det nye Folkepartiet",31
"1738 Lierne","Arbeiderpartiet",376
"1738 Lierne","Fremskrittspartiet",8
"1738 Lierne","Senterpartiet",215
"1738 Lierne","Sosialistisk Venstreparti",15
"1738 Lierne","Norges Kommunistiske Parti",1
"1738 Lierne","Rød valgallianse",2
"1738 Lierne","Ensliges parti",1
"1738 Lierne","Fellesliste Venstre",85
"1738 Lierne","Fellesliste Kristelig folkeparti",98
"1738 Lierne","Fellesliste Høyre",47
"1738 Lierne","Fellesliste Det nye Folkepartiet",48
"1739 Raarvihke - Røyrvik","Arbeiderpartiet",194
"1739 Raarvihke - Røyrvik","Senterpartiet",48
"1739 Raarvihke - Røyrvik","Sosialistisk Venstreparti",20
"1739 Raarvihke - Røyrvik","Rød valgallianse",2
"1739 Raarvihke - Røyrvik","Fellesliste Venstre",23
"1739 Raarvihke - Røyrvik","Fellesliste Kristelig folkeparti",88
"1739 Raarvihke - Røyrvik","Fellesliste Høyre",8
"1739 Raarvihke - Røyrvik","Fellesliste Det nye Folkepartiet",25
"1740 Namsskogan","Arbeiderpartiet",517
"1740 Namsskogan","Fremskrittspartiet",12
"1740 Namsskogan","Senterpartiet",92
"1740 Namsskogan","Sosialistisk Venstreparti",33
"1740 Namsskogan","Norges Kommunistiske Parti",3
"1740 Namsskogan","Rød valgallianse",1
"1740 Namsskogan","Frie Folkevalgte",1
"1740 Namsskogan","Norges demokratiske parti",1
"1740 Namsskogan","Fellesliste Venstre",26
"1740 Namsskogan","Fellesliste Kristelig folkeparti",77
"1740 Namsskogan","Fellesliste Høyre",38
"1740 Namsskogan","Fellesliste Det nye Folkepartiet",29
"1742 Grong","Arbeiderpartiet",732
"1742 Grong","Fremskrittspartiet",9
"1742 Grong","Senterpartiet",443
"1742 Grong","Sosialistisk Venstreparti",70
"1742 Grong","Norges Kommunistiske Parti",8
"1742 Grong","Rød valgallianse",3
"1742 Grong","Frie Folkevalgte",1
"1742 Grong","Ensliges parti",3
"1742 Grong","Fellesliste Venstre",114
"1742 Grong","Fellesliste Kristelig folkeparti",56
"1742 Grong","Fellesliste Høyre",145
"1742 Grong","Fellesliste Det nye Folkepartiet",12
"1743 Høylandet","Arbeiderpartiet",362
"1743 Høylandet","Fremskrittspartiet",5
"1743 Høylandet","Senterpartiet",282
"1743 Høylandet","Sosialistisk Venstreparti",11
"1743 Høylandet","Fellesliste Venstre",83
"1743 Høylandet","Fellesliste Kristelig folkeparti",54
"1743 Høylandet","Fellesliste Høyre",15
"1743 Høylandet","Fellesliste Det nye Folkepartiet",11
"1744 Overhalla","Arbeiderpartiet",760
"1744 Overhalla","Fremskrittspartiet",18
"1744 Overhalla","Senterpartiet",712
"1744 Overhalla","Sosialistisk Venstreparti",52
"1744 Overhalla","Norges Kommunistiske Parti",5
"1744 Overhalla","Rød valgallianse",3
"1744 Overhalla","Ensliges parti",2
"1744 Overhalla","Norges demokratiske parti",5
"1744 Overhalla","Fellesliste Venstre",161
"1744 Overhalla","Fellesliste Kristelig folkeparti",89
"1744 Overhalla","Fellesliste Høyre",135
"1744 Overhalla","Fellesliste Det nye Folkepartiet",15
"1748 Fosnes","Arbeiderpartiet",146
"1748 Fosnes","Fremskrittspartiet",4
"1748 Fosnes","Senterpartiet",160
"1748 Fosnes","Sosialistisk Venstreparti",18
"1748 Fosnes","Norges demokratiske parti",1
"1748 Fosnes","Fellesliste Venstre",17
"1748 Fosnes","Fellesliste Kristelig folkeparti",43
"1748 Fosnes","Fellesliste Høyre",14
"1748 Fosnes","Fellesliste Det nye Folkepartiet",7
"1749 Flatanger","Arbeiderpartiet",281
"1749 Flatanger","Fremskrittspartiet",11
"1749 Flatanger","Senterpartiet",194
"1749 Flatanger","Sosialistisk Venstreparti",18
"1749 Flatanger","Rød valgallianse",1
"1749 Flatanger","Frie Folkevalgte",1
"1749 Flatanger","Fellesliste Venstre",44
"1749 Flatanger","Fellesliste Kristelig folkeparti",193
"1749 Flatanger","Fellesliste Høyre",50
"1749 Flatanger","Fellesliste Det nye Folkepartiet",6
"1750 Vikna","Arbeiderpartiet",788
"1750 Vikna","Fremskrittspartiet",32
"1750 Vikna","Senterpartiet",353
"1750 Vikna","Sosialistisk Venstreparti",88
"1750 Vikna","Norges Kommunistiske Parti",2
"1750 Vikna","Rød valgallianse",13
"1750 Vikna","Frie Folkevalgte",1
"1750 Vikna","Ensliges parti",1
"1750 Vikna","Fellesliste Venstre",173
"1750 Vikna","Fellesliste Kristelig folkeparti",132
"1750 Vikna","Fellesliste Høyre",288
"1750 Vikna","Fellesliste Det nye Folkepartiet",6
"1751 Nærøy","Arbeiderpartiet",1383
"1751 Nærøy","Fremskrittspartiet",39
"1751 Nærøy","Senterpartiet",757
"1751 Nærøy","Sosialistisk Venstreparti",108
"1751 Nærøy","Norges Kommunistiske Parti",7
"1751 Nærøy","Rød valgallianse",6
"1751 Nærøy","Frie Folkevalgte",2
"1751 Nærøy","Ensliges parti",1
"1751 Nærøy","Norges demokratiske parti",2
"1751 Nærøy","Fellesliste Venstre",194
"1751 Nærøy","Fellesliste Kristelig folkeparti",274
"1751 Nærøy","Fellesliste Høyre",242
"1751 Nærøy","Fellesliste Det nye Folkepartiet",40
"1755 Leka","Arbeiderpartiet",214
"1755 Leka","Fremskrittspartiet",5
"1755 Leka","Senterpartiet",141
"1755 Leka","Sosialistisk Venstreparti",13
"1755 Leka","Rød valgallianse",1
"1755 Leka","Frie Folkevalgte",1
"1755 Leka","Fellesliste Venstre",19
"1755 Leka","Fellesliste Kristelig folkeparti",49
"1755 Leka","Fellesliste Høyre",26
"1755 Leka","Fellesliste Det nye Folkepartiet",5
"1804 Bodø","Arbeiderpartiet",6506
"1804 Bodø","Fremskrittspartiet",286
"1804 Bodø","Høyre",5303
"1804 Bodø","Kristelig Folkeparti",1847
"1804 Bodø","Senterpartiet",855
"1804 Bodø","Sosialistisk Venstreparti",871
"1804 Bodø","Venstre",701
"1804 Bodø","Norges Kommunistiske Parti",42
"1804 Bodø","Rød valgallianse",113
"1804 Bodø","Frie Folkevalgte",6
"1804 Bodø","Det nye Folkepartiet (1973-1977)",135
"1804 Bodø","Ensliges parti",16
"1804 Bodø","Norges demokratiske parti",8
"1805 Narvik","Arbeiderpartiet",5514
"1805 Narvik","Fremskrittspartiet",168
"1805 Narvik","Høyre",2091
"1805 Narvik","Kristelig Folkeparti",775
"1805 Narvik","Senterpartiet",521
"1805 Narvik","Sosialistisk Venstreparti",507
"1805 Narvik","Venstre",381
"1805 Narvik","Norges Kommunistiske Parti",169
"1805 Narvik","Rød valgallianse",60
"1805 Narvik","Frie Folkevalgte",13
"1805 Narvik","Det nye Folkepartiet (1973-1977)",141
"1805 Narvik","Ensliges parti",9
"1805 Narvik","Norges demokratiske parti",4
"1811 Bindal","Arbeiderpartiet",566
"1811 Bindal","Fremskrittspartiet",10
"1811 Bindal","Høyre",91
"1811 Bindal","Kristelig Folkeparti",166
"1811 Bindal","Senterpartiet",220
"1811 Bindal","Sosialistisk Venstreparti",116
"1811 Bindal","Venstre",26
"1811 Bindal","Norges Kommunistiske Parti",11
"1811 Bindal","Rød valgallianse",4
"1811 Bindal","Frie Folkevalgte",2
"1811 Bindal","Det nye Folkepartiet (1973-1977)",6
"1811 Bindal","Ensliges parti",1
"1811 Bindal","Norges demokratiske parti",1
"1812 Sømna","Arbeiderpartiet",474
"1812 Sømna","Fremskrittspartiet",9
"1812 Sømna","Høyre",129
"1812 Sømna","Kristelig Folkeparti",145
"1812 Sømna","Senterpartiet",259
"1812 Sømna","Sosialistisk Venstreparti",60
"1812 Sømna","Venstre",18
"1812 Sømna","Norges Kommunistiske Parti",2
"1812 Sømna","Rød valgallianse",3
"1812 Sømna","Det nye Folkepartiet (1973-1977)",1
"1812 Sømna","Norges demokratiske parti",2
"1813 Brønnøy","Arbeiderpartiet",1300
"1813 Brønnøy","Fremskrittspartiet",43
"1813 Brønnøy","Høyre",666
"1813 Brønnøy","Kristelig Folkeparti",407
"1813 Brønnøy","Senterpartiet",363
"1813 Brønnøy","Sosialistisk Venstreparti",270
"1813 Brønnøy","Venstre",95
"1813 Brønnøy","Norges Kommunistiske Parti",5
"1813 Brønnøy","Rød valgallianse",23
"1813 Brønnøy","Frie Folkevalgte",4
"1813 Brønnøy","Det nye Folkepartiet (1973-1977)",7
"1813 Brønnøy","Ensliges parti",1
"1813 Brønnøy","Norges demokratiske parti",3
"1815 Vega","Arbeiderpartiet",383
"1815 Vega","Fremskrittspartiet",7
"1815 Vega","Høyre",99
"1815 Vega","Kristelig Folkeparti",143
"1815 Vega","Senterpartiet",175
"1815 Vega","Sosialistisk Venstreparti",66
"1815 Vega","Venstre",53
"1815 Vega","Norges Kommunistiske Parti",4
"1815 Vega","Rød valgallianse",4
"1815 Vega","Det nye Folkepartiet (1973-1977)",7
"1815 Vega","Ensliges parti",1
"1815 Vega","Norges demokratiske parti",1
"1816 Vevelstad","Arbeiderpartiet",218
"1816 Vevelstad","Fremskrittspartiet",6
"1816 Vevelstad","Høyre",45
"1816 Vevelstad","Kristelig Folkeparti",48
"1816 Vevelstad","Senterpartiet",58
"1816 Vevelstad","Sosialistisk Venstreparti",17
"1816 Vevelstad","Venstre",8
"1818 Herøy (Nordl.)","Arbeiderpartiet",561
"1818 Herøy (Nordl.)","Fremskrittspartiet",17
"1818 Herøy (Nordl.)","Høyre",167
"1818 Herøy (Nordl.)","Kristelig Folkeparti",236
"1818 Herøy (Nordl.)","Senterpartiet",82
"1818 Herøy (Nordl.)","Sosialistisk Venstreparti",17
"1818 Herøy (Nordl.)","Venstre",39
"1818 Herøy (Nordl.)","Norges Kommunistiske Parti",1
"1818 Herøy (Nordl.)","Rød valgallianse",4
"1818 Herøy (Nordl.)","Frie Folkevalgte",2
"1818 Herøy (Nordl.)","Det nye Folkepartiet (1973-1977)",7
"1818 Herøy (Nordl.)","Ensliges parti",2
"1818 Herøy (Nordl.)","Norges demokratiske parti",2
"1820 Alstahaug","Arbeiderpartiet",1515
"1820 Alstahaug","Fremskrittspartiet",88
"1820 Alstahaug","Høyre",770
"1820 Alstahaug","Kristelig Folkeparti",407
"1820 Alstahaug","Senterpartiet",428
"1820 Alstahaug","Sosialistisk Venstreparti",179
"1820 Alstahaug","Venstre",151
"1820 Alstahaug","Norges Kommunistiske Parti",3
"1820 Alstahaug","Rød valgallianse",48
"1820 Alstahaug","Det nye Folkepartiet (1973-1977)",11
"1820 Alstahaug","Ensliges parti",3
"1820 Alstahaug","Norges demokratiske parti",3
"1822 Leirfjord","Arbeiderpartiet",556
"1822 Leirfjord","Fremskrittspartiet",13
"1822 Leirfjord","Høyre",97
"1822 Leirfjord","Kristelig Folkeparti",152
"1822 Leirfjord","Senterpartiet",280
"1822 Leirfjord","Sosialistisk Venstreparti",32
"1822 Leirfjord","Venstre",28
"1822 Leirfjord","Norges Kommunistiske Parti",2
"1822 Leirfjord","Rød valgallianse",6
"1822 Leirfjord","Frie Folkevalgte",5
"1822 Leirfjord","Det nye Folkepartiet (1973-1977)",5
"1822 Leirfjord","Ensliges parti",2
"1822 Leirfjord","Norges demokratiske parti",1
"1824 Vefsn","Arbeiderpartiet",3996
"1824 Vefsn","Fremskrittspartiet",64
"1824 Vefsn","Høyre",957
"1824 Vefsn","Kristelig Folkeparti",513
"1824 Vefsn","Senterpartiet",786
"1824 Vefsn","Sosialistisk Venstreparti",345
"1824 Vefsn","Venstre",321
"1824 Vefsn","Norges Kommunistiske Parti",21
"1824 Vefsn","Rød valgallianse",58
"1824 Vefsn","Frie Folkevalgte",1
"1824 Vefsn","Det nye Folkepartiet (1973-1977)",28
"1824 Vefsn","Ensliges parti",10
"1824 Vefsn","Norges demokratiske parti",2
"1825 Grane","Arbeiderpartiet",571
"1825 Grane","Fremskrittspartiet",4
"1825 Grane","Høyre",64
"1825 Grane","Kristelig Folkeparti",61
"1825 Grane","Senterpartiet",191
"1825 Grane","Sosialistisk Venstreparti",41
"1825 Grane","Venstre",16
"1825 Grane","Norges Kommunistiske Parti",9
"1825 Grane","Rød valgallianse",5
"1825 Grane","Det nye Folkepartiet (1973-1977)",1
"1825 Grane","Ensliges parti",1
"1825 Grane","Norges demokratiske parti",1
"1826 Hattfjelldal","Arbeiderpartiet",536
"1826 Hattfjelldal","Fremskrittspartiet",3
"1826 Hattfjelldal","Høyre",24
"1826 Hattfjelldal","Kristelig Folkeparti",84
"1826 Hattfjelldal","Senterpartiet",232
"1826 Hattfjelldal","Sosialistisk Venstreparti",53
"1826 Hattfjelldal","Venstre",50
"1826 Hattfjelldal","Norges Kommunistiske Parti",16
"1826 Hattfjelldal","Rød valgallianse",3
"1826 Hattfjelldal","Det nye Folkepartiet (1973-1977)",3
"1827 Dønna","Arbeiderpartiet",425
"1827 Dønna","Fremskrittspartiet",19
"1827 Dønna","Høyre",201
"1827 Dønna","Kristelig Folkeparti",121
"1827 Dønna","Senterpartiet",194
"1827 Dønna","Sosialistisk Venstreparti",52
"1827 Dønna","Venstre",14
"1827 Dønna","Norges Kommunistiske Parti",1
"1827 Dønna","Rød valgallianse",11
"1827 Dønna","Det nye Folkepartiet (1973-1977)",4
"1827 Dønna","Ensliges parti",1
"1828 Nesna","Arbeiderpartiet",460
"1828 Nesna","Fremskrittspartiet",12
"1828 Nesna","Høyre",128
"1828 Nesna","Kristelig Folkeparti",106
"1828 Nesna","Senterpartiet",158
"1828 Nesna","Sosialistisk Venstreparti",62
"1828 Nesna","Venstre",45
"1828 Nesna","Norges Kommunistiske Parti",2
"1828 Nesna","Rød valgallianse",21
"1828 Nesna","Frie Folkevalgte",3
"1828 Nesna","Det nye Folkepartiet (1973-1977)",5
"1828 Nesna","Ensliges parti",1
"1832 Hemnes","Arbeiderpartiet",1359
"1832 Hemnes","Fremskrittspartiet",24
"1832 Hemnes","Høyre",309
"1832 Hemnes","Kristelig Folkeparti",281
"1832 Hemnes","Senterpartiet",346
"1832 Hemnes","Sosialistisk Venstreparti",194
"1832 Hemnes","Venstre",78
"1832 Hemnes","Norges Kommunistiske Parti",13
"1832 Hemnes","Rød valgallianse",13
"1832 Hemnes","Frie Folkevalgte",1
"1832 Hemnes","Det nye Folkepartiet (1973-1977)",13
"1832 Hemnes","Ensliges parti",1
"1832 Hemnes","Norges demokratiske parti",1
"1833 Rana","Arbeiderpartiet",7960
"1833 Rana","Fremskrittspartiet",149
"1833 Rana","Høyre",1600
"1833 Rana","Kristelig Folkeparti",774
"1833 Rana","Senterpartiet",682
"1833 Rana","Sosialistisk Venstreparti",1245
"1833 Rana","Venstre",299
"1833 Rana","Norges Kommunistiske Parti",155
"1833 Rana","Rød valgallianse",153
"1833 Rana","Frie Folkevalgte",3
"1833 Rana","Det nye Folkepartiet (1973-1977)",77
"1833 Rana","Ensliges parti",10
"1833 Rana","Norges demokratiske parti",7
"1834 Lurøy","Arbeiderpartiet",453
"1834 Lurøy","Fremskrittspartiet",26
"1834 Lurøy","Høyre",173
"1834 Lurøy","Kristelig Folkeparti",273
"1834 Lurøy","Senterpartiet",184
"1834 Lurøy","Sosialistisk Venstreparti",57
"1834 Lurøy","Venstre",26
"1834 Lurøy","Rød valgallianse",5
"1834 Lurøy","Frie Folkevalgte",4
"1834 Lurøy","Det nye Folkepartiet (1973-1977)",7
"1834 Lurøy","Ensliges parti",1
"1834 Lurøy","Norges demokratiske parti",1
"1835 Træna","Arbeiderpartiet",67
"1835 Træna","Fremskrittspartiet",4
"1835 Træna","Høyre",31
"1835 Træna","Kristelig Folkeparti",93
"1835 Træna","Senterpartiet",65
"1835 Træna","Sosialistisk Venstreparti",3
"1835 Træna","Venstre",3
"1835 Træna","Norges Kommunistiske Parti",1
"1835 Træna","Rød valgallianse",4
"1836 Rødøy","Arbeiderpartiet",295
"1836 Rødøy","Fremskrittspartiet",13
"1836 Rødøy","Høyre",152
"1836 Rødøy","Kristelig Folkeparti",338
"1836 Rødøy","Senterpartiet",116
"1836 Rødøy","Sosialistisk Venstreparti",26
"1836 Rødøy","Venstre",46
"1836 Rødøy","Norges Kommunistiske Parti",2
"1836 Rødøy","Rød valgallianse",7
"1836 Rødøy","Frie Folkevalgte",1
"1836 Rødøy","Det nye Folkepartiet (1973-1977)",2
"1836 Rødøy","Norges demokratiske parti",1
"1837 Meløy","Arbeiderpartiet",1470
"1837 Meløy","Fremskrittspartiet",46
"1837 Meløy","Høyre",738
"1837 Meløy","Kristelig Folkeparti",692
"1837 Meløy","Senterpartiet",223
"1837 Meløy","Sosialistisk Venstreparti",167
"1837 Meløy","Venstre",114
"1837 Meløy","Norges Kommunistiske Parti",26
"1837 Meløy","Rød valgallianse",18
"1837 Meløy","Frie Folkevalgte",7
"1837 Meløy","Det nye Folkepartiet (1973-1977)",15
"1837 Meløy","Ensliges parti",2
"1837 Meløy","Norges demokratiske parti",2
"1838 Gildeskål","Arbeiderpartiet",704
"1838 Gildeskål","Fremskrittspartiet",24
"1838 Gildeskål","Høyre",309
"1838 Gildeskål","Kristelig Folkeparti",329
"1838 Gildeskål","Senterpartiet",161
"1838 Gildeskål","Sosialistisk Venstreparti",54
"1838 Gildeskål","Venstre",52
"1838 Gildeskål","Norges Kommunistiske Parti",1
"1838 Gildeskål","Rød valgallianse",6
"1838 Gildeskål","Frie Folkevalgte",2
"1838 Gildeskål","Det nye Folkepartiet (1973-1977)",6
"1838 Gildeskål","Ensliges parti",2
"1839 Beiarn","Arbeiderpartiet",436
"1839 Beiarn","Fremskrittspartiet",5
"1839 Beiarn","Høyre",121
"1839 Beiarn","Kristelig Folkeparti",88
"1839 Beiarn","Senterpartiet",146
"1839 Beiarn","Sosialistisk Venstreparti",32
"1839 Beiarn","Venstre",20
"1839 Beiarn","Norges Kommunistiske Parti",1
"1839 Beiarn","Rød valgallianse",1
"1839 Beiarn","Det nye Folkepartiet (1973-1977)",1
"1839 Beiarn","Ensliges parti",1
"1839 Beiarn","Norges demokratiske parti",1
"1840 Saltdal","Arbeiderpartiet",1322
"1840 Saltdal","Fremskrittspartiet",27
"1840 Saltdal","Høyre",452
"1840 Saltdal","Kristelig Folkeparti",255
"1840 Saltdal","Senterpartiet",291
"1840 Saltdal","Sosialistisk Venstreparti",160
"1840 Saltdal","Venstre",98
"1840 Saltdal","Norges Kommunistiske Parti",45
"1840 Saltdal","Rød valgallianse",13
"1840 Saltdal","Frie Folkevalgte",2
"1840 Saltdal","Det nye Folkepartiet (1973-1977)",7
"1840 Saltdal","Norges demokratiske parti",2
"1841 Fauske","Arbeiderpartiet",3240
"1841 Fauske","Fremskrittspartiet",31
"1841 Fauske","Høyre",744
"1841 Fauske","Kristelig Folkeparti",241
"1841 Fauske","Senterpartiet",293
"1841 Fauske","Sosialistisk Venstreparti",300
"1841 Fauske","Venstre",332
"1841 Fauske","Norges Kommunistiske Parti",54
"1841 Fauske","Rød valgallianse",32
"1841 Fauske","Frie Folkevalgte",1
"1841 Fauske","Det nye Folkepartiet (1973-1977)",26
"1841 Fauske","Ensliges parti",5
"1841 Fauske","Norges demokratiske parti",2
"1842 Skjerstad (-2004)","Arbeiderpartiet",344
"1842 Skjerstad (-2004)","Fremskrittspartiet",6
"1842 Skjerstad (-2004)","Høyre",111
"1842 Skjerstad (-2004)","Kristelig Folkeparti",194
"1842 Skjerstad (-2004)","Senterpartiet",148
"1842 Skjerstad (-2004)","Sosialistisk Venstreparti",24
"1842 Skjerstad (-2004)","Venstre",26
"1842 Skjerstad (-2004)","Norges Kommunistiske Parti",2
"1842 Skjerstad (-2004)","Det nye Folkepartiet (1973-1977)",1
"1842 Skjerstad (-2004)","Norges demokratiske parti",1
"1845 Sørfold","Arbeiderpartiet",864
"1845 Sørfold","Fremskrittspartiet",8
"1845 Sørfold","Høyre",189
"1845 Sørfold","Kristelig Folkeparti",180
"1845 Sørfold","Senterpartiet",275
"1845 Sørfold","Sosialistisk Venstreparti",61
"1845 Sørfold","Venstre",38
"1845 Sørfold","Norges Kommunistiske Parti",3
"1845 Sørfold","Rød valgallianse",3
"1845 Sørfold","Det nye Folkepartiet (1973-1977)",1
"1845 Sørfold","Ensliges parti",2
"1845 Sørfold","Norges demokratiske parti",4
"1848 Steigen","Arbeiderpartiet",582
"1848 Steigen","Fremskrittspartiet",19
"1848 Steigen","Høyre",206
"1848 Steigen","Kristelig Folkeparti",344
"1848 Steigen","Senterpartiet",571
"1848 Steigen","Sosialistisk Venstreparti",60
"1848 Steigen","Venstre",67
"1848 Steigen","Norges Kommunistiske Parti",1
"1848 Steigen","Rød valgallianse",3
"1848 Steigen","Det nye Folkepartiet (1973-1977)",8
"1848 Steigen","Ensliges parti",2
"1848 Steigen","Norges demokratiske parti",1
"1849 Hamarøy - Hábmer","Arbeiderpartiet",470
"1849 Hamarøy - Hábmer","Fremskrittspartiet",16
"1849 Hamarøy - Hábmer","Høyre",285
"1849 Hamarøy - Hábmer","Kristelig Folkeparti",217
"1849 Hamarøy - Hábmer","Senterpartiet",226
"1849 Hamarøy - Hábmer","Sosialistisk Venstreparti",46
"1849 Hamarøy - Hábmer","Venstre",29
"1849 Hamarøy - Hábmer","Norges Kommunistiske Parti",5
"1849 Hamarøy - Hábmer","Rød valgallianse",2
"1849 Hamarøy - Hábmer","Frie Folkevalgte",1
"1849 Hamarøy - Hábmer","Det nye Folkepartiet (1973-1977)",7
"1849 Hamarøy - Hábmer","Ensliges parti",2
"1850 Divtasvuodna - Tysfjord","Arbeiderpartiet",716
"1850 Divtasvuodna - Tysfjord","Fremskrittspartiet",17
"1850 Divtasvuodna - Tysfjord","Høyre",129
"1850 Divtasvuodna - Tysfjord","Kristelig Folkeparti",265
"1850 Divtasvuodna - Tysfjord","Senterpartiet",125
