"kommune","parti","stemmer"
"1850 Divtasvuodna - Tysfjord","Sosialistisk Venstreparti",91
"1850 Divtasvuodna - Tysfjord","Venstre",80
"1850 Divtasvuodna - Tysfjord","Norges Kommunistiske Parti",5
"1850 Divtasvuodna - Tysfjord","Rød valgallianse",9
"1850 Divtasvuodna - Tysfjord","Frie Folkevalgte",1
"1850 Divtasvuodna - Tysfjord","Det nye Folkepartiet (1973-1977)",7
"1850 Divtasvuodna - Tysfjord","Ensliges parti",2
"1850 Divtasvuodna - Tysfjord","Norges demokratiske parti",1
"1851 Lødingen","Arbeiderpartiet",676
"1851 Lødingen","Fremskrittspartiet",17
"1851 Lødingen","Høyre",500
"1851 Lødingen","Kristelig Folkeparti",185
"1851 Lødingen","Senterpartiet",149
"1851 Lødingen","Sosialistisk Venstreparti",54
"1851 Lødingen","Venstre",57
"1851 Lødingen","Rød valgallianse",6
"1851 Lødingen","Frie Folkevalgte",1
"1851 Lødingen","Det nye Folkepartiet (1973-1977)",16
"1851 Lødingen","Ensliges parti",1
"1852 Tjeldsund","Arbeiderpartiet",392
"1852 Tjeldsund","Fremskrittspartiet",36
"1852 Tjeldsund","Høyre",260
"1852 Tjeldsund","Kristelig Folkeparti",186
"1852 Tjeldsund","Senterpartiet",98
"1852 Tjeldsund","Sosialistisk Venstreparti",30
"1852 Tjeldsund","Venstre",22
"1852 Tjeldsund","Norges Kommunistiske Parti",2
"1852 Tjeldsund","Rød valgallianse",1
"1852 Tjeldsund","Det nye Folkepartiet (1973-1977)",2
"1853 Evenes","Arbeiderpartiet",456
"1853 Evenes","Fremskrittspartiet",12
"1853 Evenes","Høyre",156
"1853 Evenes","Kristelig Folkeparti",134
"1853 Evenes","Senterpartiet",163
"1853 Evenes","Sosialistisk Venstreparti",20
"1853 Evenes","Venstre",31
"1853 Evenes","Norges Kommunistiske Parti",7
"1853 Evenes","Det nye Folkepartiet (1973-1977)",10
"1853 Evenes","Ensliges parti",1
"1854 Ballangen","Arbeiderpartiet",833
"1854 Ballangen","Fremskrittspartiet",17
"1854 Ballangen","Høyre",239
"1854 Ballangen","Kristelig Folkeparti",241
"1854 Ballangen","Senterpartiet",229
"1854 Ballangen","Sosialistisk Venstreparti",59
"1854 Ballangen","Venstre",67
"1854 Ballangen","Norges Kommunistiske Parti",16
"1854 Ballangen","Rød valgallianse",4
"1854 Ballangen","Det nye Folkepartiet (1973-1977)",10
"1854 Ballangen","Ensliges parti",1
"1854 Ballangen","Norges demokratiske parti",1
"1856 Røst","Arbeiderpartiet",210
"1856 Røst","Fremskrittspartiet",9
"1856 Røst","Høyre",37
"1856 Røst","Kristelig Folkeparti",44
"1856 Røst","Senterpartiet",44
"1856 Røst","Sosialistisk Venstreparti",18
"1856 Røst","Venstre",12
"1856 Røst","Rød valgallianse",5
"1856 Røst","Det nye Folkepartiet (1973-1977)",3
"1856 Røst","Ensliges parti",1
"1857 Værøy","Arbeiderpartiet",243
"1857 Værøy","Fremskrittspartiet",4
"1857 Værøy","Høyre",61
"1857 Værøy","Kristelig Folkeparti",90
"1857 Værøy","Senterpartiet",47
"1857 Værøy","Sosialistisk Venstreparti",12
"1857 Værøy","Venstre",5
"1857 Værøy","Rød valgallianse",2
"1857 Værøy","Det nye Folkepartiet (1973-1977)",3
"1859 Flakstad","Arbeiderpartiet",369
"1859 Flakstad","Fremskrittspartiet",22
"1859 Flakstad","Høyre",109
"1859 Flakstad","Kristelig Folkeparti",157
"1859 Flakstad","Senterpartiet",169
"1859 Flakstad","Sosialistisk Venstreparti",31
"1859 Flakstad","Venstre",17
"1859 Flakstad","Rød valgallianse",1
"1859 Flakstad","Det nye Folkepartiet (1973-1977)",5
"1860 Vestvågøy","Arbeiderpartiet",2086
"1860 Vestvågøy","Fremskrittspartiet",249
"1860 Vestvågøy","Høyre",855
"1860 Vestvågøy","Kristelig Folkeparti",1200
"1860 Vestvågøy","Senterpartiet",770
"1860 Vestvågøy","Sosialistisk Venstreparti",168
"1860 Vestvågøy","Venstre",128
"1860 Vestvågøy","Norges Kommunistiske Parti",10
"1860 Vestvågøy","Rød valgallianse",45
"1860 Vestvågøy","Frie Folkevalgte",2
"1860 Vestvågøy","Det nye Folkepartiet (1973-1977)",37
"1860 Vestvågøy","Ensliges parti",15
"1860 Vestvågøy","Norges demokratiske parti",4
"1865 Vågan","Arbeiderpartiet",1978
"1865 Vågan","Fremskrittspartiet",99
"1865 Vågan","Høyre",1145
"1865 Vågan","Kristelig Folkeparti",483
"1865 Vågan","Senterpartiet",386
"1865 Vågan","Sosialistisk Venstreparti",188
"1865 Vågan","Venstre",138
"1865 Vågan","Norges Kommunistiske Parti",12
"1865 Vågan","Rød valgallianse",89
"1865 Vågan","Frie Folkevalgte",6
"1865 Vågan","Det nye Folkepartiet (1973-1977)",66
"1865 Vågan","Ensliges parti",8
"1865 Vågan","Norges demokratiske parti",3
"1866 Hadsel","Arbeiderpartiet",1882
"1866 Hadsel","Fremskrittspartiet",66
"1866 Hadsel","Høyre",920
"1866 Hadsel","Kristelig Folkeparti",565
"1866 Hadsel","Senterpartiet",431
"1866 Hadsel","Sosialistisk Venstreparti",255
"1866 Hadsel","Venstre",220
"1866 Hadsel","Norges Kommunistiske Parti",15
"1866 Hadsel","Rød valgallianse",37
"1866 Hadsel","Det nye Folkepartiet (1973-1977)",56
"1866 Hadsel","Ensliges parti",4
"1866 Hadsel","Norges demokratiske parti",3
"1867 Bø (Nordl.)","Arbeiderpartiet",861
"1867 Bø (Nordl.)","Fremskrittspartiet",47
"1867 Bø (Nordl.)","Høyre",422
"1867 Bø (Nordl.)","Kristelig Folkeparti",447
"1867 Bø (Nordl.)","Senterpartiet",227
"1867 Bø (Nordl.)","Sosialistisk Venstreparti",127
"1867 Bø (Nordl.)","Venstre",157
"1867 Bø (Nordl.)","Norges Kommunistiske Parti",21
"1867 Bø (Nordl.)","Rød valgallianse",13
"1867 Bø (Nordl.)","Det nye Folkepartiet (1973-1977)",14
"1867 Bø (Nordl.)","Ensliges parti",2
"1867 Bø (Nordl.)","Norges demokratiske parti",2
"1868 Øksnes","Arbeiderpartiet",725
"1868 Øksnes","Fremskrittspartiet",55
"1868 Øksnes","Høyre",465
"1868 Øksnes","Kristelig Folkeparti",553
"1868 Øksnes","Senterpartiet",241
"1868 Øksnes","Sosialistisk Venstreparti",123
"1868 Øksnes","Venstre",142
"1868 Øksnes","Norges Kommunistiske Parti",2
"1868 Øksnes","Rød valgallianse",8
"1868 Øksnes","Frie Folkevalgte",1
"1868 Øksnes","Det nye Folkepartiet (1973-1977)",10
"1868 Øksnes","Ensliges parti",5
"1868 Øksnes","Norges demokratiske parti",2
"1870 Sortland","Arbeiderpartiet",1526
"1870 Sortland","Fremskrittspartiet",58
"1870 Sortland","Høyre",805
"1870 Sortland","Kristelig Folkeparti",541
"1870 Sortland","Senterpartiet",372
"1870 Sortland","Sosialistisk Venstreparti",260
"1870 Sortland","Venstre",209
"1870 Sortland","Norges Kommunistiske Parti",9
"1870 Sortland","Rød valgallianse",23
"1870 Sortland","Frie Folkevalgte",2
"1870 Sortland","Det nye Folkepartiet (1973-1977)",20
"1870 Sortland","Ensliges parti",5
"1870 Sortland","Norges demokratiske parti",4
"1871 Andøy","Arbeiderpartiet",1643
"1871 Andøy","Fremskrittspartiet",121
"1871 Andøy","Høyre",1000
"1871 Andøy","Kristelig Folkeparti",416
"1871 Andøy","Senterpartiet",327
"1871 Andøy","Sosialistisk Venstreparti",124
"1871 Andøy","Venstre",264
"1871 Andøy","Norges Kommunistiske Parti",4
"1871 Andøy","Rød valgallianse",13
"1871 Andøy","Frie Folkevalgte",3
"1871 Andøy","Det nye Folkepartiet (1973-1977)",44
"1871 Andøy","Ensliges parti",4
"1871 Andøy","Norges demokratiske parti",3
"1874 Moskenes","Arbeiderpartiet",435
"1874 Moskenes","Fremskrittspartiet",19
"1874 Moskenes","Høyre",92
"1874 Moskenes","Kristelig Folkeparti",127
"1874 Moskenes","Senterpartiet",66
"1874 Moskenes","Sosialistisk Venstreparti",50
"1874 Moskenes","Venstre",19
"1874 Moskenes","Norges Kommunistiske Parti",2
"1874 Moskenes","Rød valgallianse",3
"1874 Moskenes","Det nye Folkepartiet (1973-1977)",15
"1874 Moskenes","Ensliges parti",1
"1874 Moskenes","Norges demokratiske parti",2
"1901 Harstad (-2012)","Arbeiderpartiet",4017
"1901 Harstad (-2012)","Fremskrittspartiet",161
"1901 Harstad (-2012)","Høyre",3992
"1901 Harstad (-2012)","Kristelig Folkeparti",1191
"1901 Harstad (-2012)","Senterpartiet",585
"1901 Harstad (-2012)","Sosialistisk Venstreparti",386
"1901 Harstad (-2012)","Venstre",324
"1901 Harstad (-2012)","Norges Kommunistiske Parti",22
"1901 Harstad (-2012)","Rød valgallianse",104
"1901 Harstad (-2012)","Frie Folkevalgte",2
"1901 Harstad (-2012)","Det nye Folkepartiet (1973-1977)",57
"1901 Harstad (-2012)","Ensliges parti",10
"1901 Harstad (-2012)","Norges demokratiske parti",2
"1902 Tromsø","Arbeiderpartiet",9247
"1902 Tromsø","Fremskrittspartiet",481
"1902 Tromsø","Høyre",5729
"1902 Tromsø","Kristelig Folkeparti",2452
"1902 Tromsø","Senterpartiet",1154
"1902 Tromsø","Sosialistisk Venstreparti",1475
"1902 Tromsø","Venstre",769
"1902 Tromsø","Norges Kommunistiske Parti",183
"1902 Tromsø","Rød valgallianse",512
"1902 Tromsø","Frie Folkevalgte",8
"1902 Tromsø","Det nye Folkepartiet (1973-1977)",435
"1902 Tromsø","Ensliges parti",31
"1902 Tromsø","Norges demokratiske parti",16
"1911 Kvæfjord","Arbeiderpartiet",701
"1911 Kvæfjord","Fremskrittspartiet",16
"1911 Kvæfjord","Høyre",372
"1911 Kvæfjord","Kristelig Folkeparti",199
"1911 Kvæfjord","Senterpartiet",249
"1911 Kvæfjord","Sosialistisk Venstreparti",95
"1911 Kvæfjord","Venstre",139
"1911 Kvæfjord","Rød valgallianse",13
"1911 Kvæfjord","Det nye Folkepartiet (1973-1977)",3
"1911 Kvæfjord","Ensliges parti",1
"1911 Kvæfjord","Norges demokratiske parti",1
"1913 Skånland","Arbeiderpartiet",820
"1913 Skånland","Fremskrittspartiet",27
"1913 Skånland","Høyre",346
"1913 Skånland","Kristelig Folkeparti",242
"1913 Skånland","Senterpartiet",150
"1913 Skånland","Sosialistisk Venstreparti",40
"1913 Skånland","Venstre",53
"1913 Skånland","Norges Kommunistiske Parti",4
"1913 Skånland","Rød valgallianse",4
"1913 Skånland","Frie Folkevalgte",1
"1913 Skånland","Det nye Folkepartiet (1973-1977)",10
"1913 Skånland","Ensliges parti",3
"1915 Bjarkøy (-2012)","Arbeiderpartiet",178
"1915 Bjarkøy (-2012)","Fremskrittspartiet",6
"1915 Bjarkøy (-2012)","Høyre",106
"1915 Bjarkøy (-2012)","Kristelig Folkeparti",99
"1915 Bjarkøy (-2012)","Senterpartiet",65
"1915 Bjarkøy (-2012)","Sosialistisk Venstreparti",15
"1915 Bjarkøy (-2012)","Venstre",15
"1915 Bjarkøy (-2012)","Det nye Folkepartiet (1973-1977)",4
"1917 Ibestad","Arbeiderpartiet",537
"1917 Ibestad","Fremskrittspartiet",16
"1917 Ibestad","Høyre",282
"1917 Ibestad","Kristelig Folkeparti",221
"1917 Ibestad","Senterpartiet",155
"1917 Ibestad","Sosialistisk Venstreparti",48
"1917 Ibestad","Venstre",84
"1917 Ibestad","Norges Kommunistiske Parti",1
"1917 Ibestad","Rød valgallianse",5
"1917 Ibestad","Det nye Folkepartiet (1973-1977)",4
"1917 Ibestad","Ensliges parti",4
"1917 Ibestad","Norges demokratiske parti",2
"1919 Gratangen","Arbeiderpartiet",545
"1919 Gratangen","Fremskrittspartiet",9
"1919 Gratangen","Høyre",164
"1919 Gratangen","Kristelig Folkeparti",131
"1919 Gratangen","Senterpartiet",90
"1919 Gratangen","Sosialistisk Venstreparti",34
"1919 Gratangen","Venstre",7
"1919 Gratangen","Norges Kommunistiske Parti",1
"1919 Gratangen","Rød valgallianse",2
"1919 Gratangen","Frie Folkevalgte",1
"1919 Gratangen","Det nye Folkepartiet (1973-1977)",4
"1919 Gratangen","Ensliges parti",1
"1920 Loabák - Lavangen","Arbeiderpartiet",404
"1920 Loabák - Lavangen","Fremskrittspartiet",6
"1920 Loabák - Lavangen","Høyre",170
"1920 Loabák - Lavangen","Kristelig Folkeparti",71
"1920 Loabák - Lavangen","Senterpartiet",59
"1920 Loabák - Lavangen","Sosialistisk Venstreparti",15
"1920 Loabák - Lavangen","Venstre",8
"1920 Loabák - Lavangen","Rød valgallianse",3
"1920 Loabák - Lavangen","Ensliges parti",2
"1922 Bardu","Arbeiderpartiet",983
"1922 Bardu","Fremskrittspartiet",33
"1922 Bardu","Høyre",488
"1922 Bardu","Kristelig Folkeparti",150
"1922 Bardu","Senterpartiet",346
"1922 Bardu","Sosialistisk Venstreparti",59
"1922 Bardu","Venstre",41
"1922 Bardu","Norges Kommunistiske Parti",3
"1922 Bardu","Rød valgallianse",3
"1922 Bardu","Det nye Folkepartiet (1973-1977)",9
"1923 Salangen","Arbeiderpartiet",702
"1923 Salangen","Fremskrittspartiet",19
"1923 Salangen","Høyre",155
"1923 Salangen","Kristelig Folkeparti",170
"1923 Salangen","Senterpartiet",158
"1923 Salangen","Sosialistisk Venstreparti",59
"1923 Salangen","Venstre",23
"1923 Salangen","Rød valgallianse",10
"1923 Salangen","Det nye Folkepartiet (1973-1977)",3
"1923 Salangen","Ensliges parti",3
"1924 Målselv","Arbeiderpartiet",1562
"1924 Målselv","Fremskrittspartiet",55
"1924 Målselv","Høyre",1110
"1924 Målselv","Kristelig Folkeparti",351
"1924 Målselv","Senterpartiet",524
"1924 Målselv","Sosialistisk Venstreparti",141
"1924 Målselv","Venstre",169
"1924 Målselv","Norges Kommunistiske Parti",2
"1924 Målselv","Rød valgallianse",32
"1924 Målselv","Frie Folkevalgte",1
"1924 Målselv","Det nye Folkepartiet (1973-1977)",23
"1924 Målselv","Ensliges parti",4
"1924 Målselv","Norges demokratiske parti",1
"1925 Sørreisa","Arbeiderpartiet",1004
"1925 Sørreisa","Fremskrittspartiet",28
"1925 Sørreisa","Høyre",279
"1925 Sørreisa","Kristelig Folkeparti",228
"1925 Sørreisa","Senterpartiet",141
"1925 Sørreisa","Sosialistisk Venstreparti",51
"1925 Sørreisa","Venstre",20
"1925 Sørreisa","Rød valgallianse",4
"1925 Sørreisa","Det nye Folkepartiet (1973-1977)",9
"1925 Sørreisa","Ensliges parti",1
"1926 Dyrøy","Arbeiderpartiet",420
"1926 Dyrøy","Fremskrittspartiet",10
"1926 Dyrøy","Høyre",127
"1926 Dyrøy","Kristelig Folkeparti",149
"1926 Dyrøy","Senterpartiet",167
"1926 Dyrøy","Sosialistisk Venstreparti",42
"1926 Dyrøy","Venstre",9
"1926 Dyrøy","Norges Kommunistiske Parti",3
"1926 Dyrøy","Rød valgallianse",7
"1926 Dyrøy","Frie Folkevalgte",1
"1926 Dyrøy","Det nye Folkepartiet (1973-1977)",5
"1926 Dyrøy","Norges demokratiske parti",2
"1927 Tranøy","Arbeiderpartiet",730
"1927 Tranøy","Fremskrittspartiet",18
"1927 Tranøy","Høyre",136
"1927 Tranøy","Kristelig Folkeparti",172
"1927 Tranøy","Senterpartiet",105
"1927 Tranøy","Sosialistisk Venstreparti",53
"1927 Tranøy","Venstre",13
"1927 Tranøy","Norges Kommunistiske Parti",6
"1927 Tranøy","Rød valgallianse",5
"1927 Tranøy","Frie Folkevalgte",1
"1927 Tranøy","Det nye Folkepartiet (1973-1977)",7
"1928 Torsken","Arbeiderpartiet",444
"1928 Torsken","Fremskrittspartiet",7
"1928 Torsken","Høyre",104
"1928 Torsken","Kristelig Folkeparti",112
"1928 Torsken","Senterpartiet",82
"1928 Torsken","Sosialistisk Venstreparti",29
"1928 Torsken","Venstre",5
"1928 Torsken","Norges Kommunistiske Parti",1
"1928 Torsken","Rød valgallianse",1
"1928 Torsken","Det nye Folkepartiet (1973-1977)",1
"1928 Torsken","Ensliges parti",2
"1929 Berg","Arbeiderpartiet",455
"1929 Berg","Fremskrittspartiet",12
"1929 Berg","Høyre",59
"1929 Berg","Kristelig Folkeparti",113
"1929 Berg","Senterpartiet",53
"1929 Berg","Sosialistisk Venstreparti",44
"1929 Berg","Venstre",14
"1929 Berg","Norges Kommunistiske Parti",1
"1929 Berg","Rød valgallianse",15
"1929 Berg","Det nye Folkepartiet (1973-1977)",3
"1929 Berg","Ensliges parti",1
"1931 Lenvik","Arbeiderpartiet",2606
"1931 Lenvik","Fremskrittspartiet",137
"1931 Lenvik","Høyre",813
"1931 Lenvik","Kristelig Folkeparti",941
"1931 Lenvik","Senterpartiet",380
"1931 Lenvik","Sosialistisk Venstreparti",200
"1931 Lenvik","Venstre",119
"1931 Lenvik","Norges Kommunistiske Parti",39
"1931 Lenvik","Rød valgallianse",20
"1931 Lenvik","Det nye Folkepartiet (1973-1977)",22
"1931 Lenvik","Ensliges parti",6
"1931 Lenvik","Norges demokratiske parti",2
"1933 Balsfjord","Arbeiderpartiet",1591
"1933 Balsfjord","Fremskrittspartiet",69
"1933 Balsfjord","Høyre",416
"1933 Balsfjord","Kristelig Folkeparti",486
"1933 Balsfjord","Senterpartiet",506
"1933 Balsfjord","Sosialistisk Venstreparti",100
"1933 Balsfjord","Venstre",118
"1933 Balsfjord","Norges Kommunistiske Parti",34
"1933 Balsfjord","Rød valgallianse",12
"1933 Balsfjord","Frie Folkevalgte",2
"1933 Balsfjord","Det nye Folkepartiet (1973-1977)",18
"1933 Balsfjord","Ensliges parti",1
"1933 Balsfjord","Norges demokratiske parti",1
"1936 Karlsøy","Arbeiderpartiet",779
"1936 Karlsøy","Fremskrittspartiet",24
"1936 Karlsøy","Høyre",132
"1936 Karlsøy","Kristelig Folkeparti",138
"1936 Karlsøy","Senterpartiet",198
"1936 Karlsøy","Sosialistisk Venstreparti",38
"1936 Karlsøy","Venstre",27
"1936 Karlsøy","Norges Kommunistiske Parti",2
"1936 Karlsøy","Rød valgallianse",10
"1936 Karlsøy","Det nye Folkepartiet (1973-1977)",5
"1936 Karlsøy","Ensliges parti",1
"1938 Lyngen","Arbeiderpartiet",1072
"1938 Lyngen","Fremskrittspartiet",30
"1938 Lyngen","Høyre",197
"1938 Lyngen","Kristelig Folkeparti",266
"1938 Lyngen","Senterpartiet",133
"1938 Lyngen","Sosialistisk Venstreparti",94
"1938 Lyngen","Venstre",39
"1938 Lyngen","Norges Kommunistiske Parti",13
"1938 Lyngen","Rød valgallianse",10
"1938 Lyngen","Det nye Folkepartiet (1973-1977)",27
"1938 Lyngen","Norges demokratiske parti",1
"1939 Storfjord - Omasvuotna - Omasvuono","Arbeiderpartiet",605
"1939 Storfjord - Omasvuotna - Omasvuono","Fremskrittspartiet",10
"1939 Storfjord - Omasvuotna - Omasvuono","Høyre",91
"1939 Storfjord - Omasvuotna - Omasvuono","Kristelig Folkeparti",83
"1939 Storfjord - Omasvuotna - Omasvuono","Senterpartiet",63
"1939 Storfjord - Omasvuotna - Omasvuono","Sosialistisk Venstreparti",112
"1939 Storfjord - Omasvuotna - Omasvuono","Venstre",18
"1939 Storfjord - Omasvuotna - Omasvuono","Norges Kommunistiske Parti",10
"1939 Storfjord - Omasvuotna - Omasvuono","Rød valgallianse",3
"1939 Storfjord - Omasvuotna - Omasvuono","Det nye Folkepartiet (1973-1977)",15
"1940 Gáivuotna - Kåfjord","Arbeiderpartiet",601
"1940 Gáivuotna - Kåfjord","Fremskrittspartiet",23
"1940 Gáivuotna - Kåfjord","Høyre",107
"1940 Gáivuotna - Kåfjord","Kristelig Folkeparti",405
"1940 Gáivuotna - Kåfjord","Senterpartiet",134
"1940 Gáivuotna - Kåfjord","Sosialistisk Venstreparti",102
"1940 Gáivuotna - Kåfjord","Venstre",13
"1940 Gáivuotna - Kåfjord","Norges Kommunistiske Parti",18
"1940 Gáivuotna - Kåfjord","Rød valgallianse",7
"1940 Gáivuotna - Kåfjord","Det nye Folkepartiet (1973-1977)",8
"1940 Gáivuotna - Kåfjord","Ensliges parti",4
"1941 Skjervøy","Arbeiderpartiet",723
"1941 Skjervøy","Fremskrittspartiet",10
"1941 Skjervøy","Høyre",190
"1941 Skjervøy","Kristelig Folkeparti",348
"1941 Skjervøy","Senterpartiet",256
"1941 Skjervøy","Sosialistisk Venstreparti",77
"1941 Skjervøy","Venstre",56
"1941 Skjervøy","Norges Kommunistiske Parti",3
"1941 Skjervøy","Rød valgallianse",8
"1941 Skjervøy","Det nye Folkepartiet (1973-1977)",13
"1941 Skjervøy","Ensliges parti",1
"1941 Skjervøy","Norges demokratiske parti",2
"1942 Nordreisa","Arbeiderpartiet",1108
"1942 Nordreisa","Fremskrittspartiet",20
"1942 Nordreisa","Høyre",359
"1942 Nordreisa","Kristelig Folkeparti",296
"1942 Nordreisa","Senterpartiet",207
"1942 Nordreisa","Sosialistisk Venstreparti",105
"1942 Nordreisa","Venstre",37
"1942 Nordreisa","Norges Kommunistiske Parti",14
"1942 Nordreisa","Rød valgallianse",2
"1942 Nordreisa","Det nye Folkepartiet (1973-1977)",4
"1942 Nordreisa","Ensliges parti",2
"1943 Kvænangen","Arbeiderpartiet",458
"1943 Kvænangen","Fremskrittspartiet",14
"1943 Kvænangen","Høyre",146
"1943 Kvænangen","Kristelig Folkeparti",216
"1943 Kvænangen","Senterpartiet",62
"1943 Kvænangen","Sosialistisk Venstreparti",48
"1943 Kvænangen","Venstre",28
"1943 Kvænangen","Norges Kommunistiske Parti",2
"1943 Kvænangen","Rød valgallianse",6
"1943 Kvænangen","Frie Folkevalgte",1
"1943 Kvænangen","Det nye Folkepartiet (1973-1977)",3
"2001 Hammerfest (-1991)","Arbeiderpartiet",2161
"2001 Hammerfest (-1991)","Fremskrittspartiet",32
"2001 Hammerfest (-1991)","Høyre",715
"2001 Hammerfest (-1991)","Sosialistisk Venstreparti",282
"2001 Hammerfest (-1991)","Norges Kommunistiske Parti",85
"2001 Hammerfest (-1991)","Rød valgallianse",53
"2001 Hammerfest (-1991)","Frie Folkevalgte",15
"2001 Hammerfest (-1991)","Ensliges parti",1
"2001 Hammerfest (-1991)","Norges demokratiske parti",3
"2001 Hammerfest (-1991)","Fellesliste Venstre",32
"2001 Hammerfest (-1991)","Fellesliste Kristelig folkeparti",198
"2001 Hammerfest (-1991)","Fellesliste Senterpartiet",40
"2001 Hammerfest (-1991)","Fellesliste Det nye Folkepartiet",47
"2001 Hammerfest (-1991)","Andre",4
"2002 Vardø","Arbeiderpartiet",1268
"2002 Vardø","Fremskrittspartiet",24
"2002 Vardø","Høyre",296
"2002 Vardø","Sosialistisk Venstreparti",137
"2002 Vardø","Norges Kommunistiske Parti",93
"2002 Vardø","Rød valgallianse",24
"2002 Vardø","Frie Folkevalgte",1
"2002 Vardø","Norges demokratiske parti",3
"2002 Vardø","Fellesliste Venstre",121
"2002 Vardø","Fellesliste Kristelig folkeparti",77
"2002 Vardø","Fellesliste Senterpartiet",11
"2002 Vardø","Fellesliste Det nye Folkepartiet",3
"2003 Vadsø","Arbeiderpartiet",1690
"2003 Vadsø","Fremskrittspartiet",22
"2003 Vadsø","Høyre",662
"2003 Vadsø","Sosialistisk Venstreparti",240
"2003 Vadsø","Norges Kommunistiske Parti",107
"2003 Vadsø","Rød valgallianse",19
"2003 Vadsø","Ensliges parti",2
"2003 Vadsø","Norges demokratiske parti",1
"2003 Vadsø","Fellesliste Venstre",66
"2003 Vadsø","Fellesliste Kristelig folkeparti",225
