"kommune","parti","stemmer"
"1503 Kristiansund  (-2007)","Norges demokratiske parti",20
"1503 Kristiansund  (-2007)","Sosialistisk Valgforbund (1973)",1027
"1511 Vanylven","Arbeiderpartiet",291
"1511 Vanylven","Høyre",90
"1511 Vanylven","Kristelig Folkeparti",579
"1511 Vanylven","Senterpartiet",589
"1511 Vanylven","Venstre",342
"1511 Vanylven","Rød valgallianse",2
"1511 Vanylven","Det nye Folkepartiet (1973-1977)",20
"1511 Vanylven","Anders Langes parti (1973)",78
"1511 Vanylven","Ensliges parti",3
"1511 Vanylven","Sosialistisk Valgforbund (1973)",48
"1514 Sande (M. og R.)","Arbeiderpartiet",166
"1514 Sande (M. og R.)","Høyre",97
"1514 Sande (M. og R.)","Kristelig Folkeparti",652
"1514 Sande (M. og R.)","Senterpartiet",310
"1514 Sande (M. og R.)","Venstre",398
"1514 Sande (M. og R.)","Rød valgallianse",4
"1514 Sande (M. og R.)","Det nye Folkepartiet (1973-1977)",24
"1514 Sande (M. og R.)","Anders Langes parti (1973)",55
"1514 Sande (M. og R.)","Ensliges parti",2
"1514 Sande (M. og R.)","Kvinnenes frie folkevalgte",4
"1514 Sande (M. og R.)","Norges demokratiske parti",3
"1514 Sande (M. og R.)","Sosialistisk Valgforbund (1973)",51
"1515 Herøy (M. og R.)","Arbeiderpartiet",650
"1515 Herøy (M. og R.)","Høyre",220
"1515 Herøy (M. og R.)","Kristelig Folkeparti",1428
"1515 Herøy (M. og R.)","Senterpartiet",513
"1515 Herøy (M. og R.)","Venstre",626
"1515 Herøy (M. og R.)","Rød valgallianse",2
"1515 Herøy (M. og R.)","Det nye Folkepartiet (1973-1977)",90
"1515 Herøy (M. og R.)","Anders Langes parti (1973)",131
"1515 Herøy (M. og R.)","Ensliges parti",1
"1515 Herøy (M. og R.)","Kvinnenes frie folkevalgte",3
"1515 Herøy (M. og R.)","Norges demokratiske parti",8
"1515 Herøy (M. og R.)","Sosialistisk Valgforbund (1973)",169
"1516 Ulstein","Arbeiderpartiet",323
"1516 Ulstein","Høyre",233
"1516 Ulstein","Kristelig Folkeparti",771
"1516 Ulstein","Senterpartiet",413
"1516 Ulstein","Venstre",346
"1516 Ulstein","Rød valgallianse",5
"1516 Ulstein","Det nye Folkepartiet (1973-1977)",76
"1516 Ulstein","Anders Langes parti (1973)",115
"1516 Ulstein","Ensliges parti",3
"1516 Ulstein","Kvinnenes frie folkevalgte",4
"1516 Ulstein","Norges demokratiske parti",2
"1516 Ulstein","Sosialistisk Valgforbund (1973)",119
"1517 Hareid","Arbeiderpartiet",238
"1517 Hareid","Høyre",214
"1517 Hareid","Kristelig Folkeparti",527
"1517 Hareid","Senterpartiet",341
"1517 Hareid","Venstre",375
"1517 Hareid","Rød valgallianse",6
"1517 Hareid","Det nye Folkepartiet (1973-1977)",30
"1517 Hareid","Anders Langes parti (1973)",163
"1517 Hareid","Ensliges parti",5
"1517 Hareid","Kvinnenes frie folkevalgte",2
"1517 Hareid","Norges demokratiske parti",1
"1517 Hareid","Sosialistisk Valgforbund (1973)",107
"1519 Volda","Arbeiderpartiet",567
"1519 Volda","Høyre",240
"1519 Volda","Kristelig Folkeparti",1279
"1519 Volda","Senterpartiet",994
"1519 Volda","Venstre",592
"1519 Volda","Rød valgallianse",24
"1519 Volda","Det nye Folkepartiet (1973-1977)",61
"1519 Volda","Anders Langes parti (1973)",118
"1519 Volda","Ensliges parti",3
"1519 Volda","Kvinnenes frie folkevalgte",3
"1519 Volda","Norges demokratiske parti",1
"1519 Volda","Sosialistisk Valgforbund (1973)",253
"1520 Ørsta","Arbeiderpartiet",769
"1520 Ørsta","Høyre",292
"1520 Ørsta","Kristelig Folkeparti",1278
"1520 Ørsta","Senterpartiet",1338
"1520 Ørsta","Venstre",585
"1520 Ørsta","Rød valgallianse",13
"1520 Ørsta","Det nye Folkepartiet (1973-1977)",131
"1520 Ørsta","Anders Langes parti (1973)",190
"1520 Ørsta","Ensliges parti",11
"1520 Ørsta","Kvinnenes frie folkevalgte",4
"1520 Ørsta","Norges demokratiske parti",2
"1520 Ørsta","Sosialistisk Valgforbund (1973)",437
"1524 Norddal","Arbeiderpartiet",124
"1524 Norddal","Høyre",39
"1524 Norddal","Kristelig Folkeparti",244
"1524 Norddal","Senterpartiet",592
"1524 Norddal","Venstre",68
"1524 Norddal","Rød valgallianse",3
"1524 Norddal","Det nye Folkepartiet (1973-1977)",4
"1524 Norddal","Anders Langes parti (1973)",26
"1524 Norddal","Ensliges parti",2
"1524 Norddal","Kvinnenes frie folkevalgte",1
"1524 Norddal","Sosialistisk Valgforbund (1973)",31
"1525 Stranda","Arbeiderpartiet",575
"1525 Stranda","Høyre",357
"1525 Stranda","Kristelig Folkeparti",587
"1525 Stranda","Senterpartiet",679
"1525 Stranda","Venstre",154
"1525 Stranda","Rød valgallianse",3
"1525 Stranda","Det nye Folkepartiet (1973-1977)",75
"1525 Stranda","Anders Langes parti (1973)",42
"1525 Stranda","Ensliges parti",2
"1525 Stranda","Kvinnenes frie folkevalgte",2
"1525 Stranda","Norges demokratiske parti",1
"1525 Stranda","Sosialistisk Valgforbund (1973)",88
"1527 Ørskog (-1976)","Arbeiderpartiet",434
"1527 Ørskog (-1976)","Høyre",160
"1527 Ørskog (-1976)","Kristelig Folkeparti",747
"1527 Ørskog (-1976)","Senterpartiet",642
"1527 Ørskog (-1976)","Venstre",282
"1527 Ørskog (-1976)","Rød valgallianse",5
"1527 Ørskog (-1976)","Det nye Folkepartiet (1973-1977)",47
"1527 Ørskog (-1976)","Anders Langes parti (1973)",177
"1527 Ørskog (-1976)","Ensliges parti",6
"1527 Ørskog (-1976)","Norges demokratiske parti",2
"1527 Ørskog (-1976)","Sosialistisk Valgforbund (1973)",118
"1528 Sykkylven","Arbeiderpartiet",595
"1528 Sykkylven","Høyre",271
"1528 Sykkylven","Kristelig Folkeparti",782
"1528 Sykkylven","Senterpartiet",819
"1528 Sykkylven","Venstre",190
"1528 Sykkylven","Rød valgallianse",4
"1528 Sykkylven","Det nye Folkepartiet (1973-1977)",34
"1528 Sykkylven","Anders Langes parti (1973)",169
"1528 Sykkylven","Ensliges parti",4
"1528 Sykkylven","Kvinnenes frie folkevalgte",5
"1528 Sykkylven","Norges demokratiske parti",7
"1528 Sykkylven","Sosialistisk Valgforbund (1973)",144
"1532 Giske","Arbeiderpartiet",284
"1532 Giske","Høyre",146
"1532 Giske","Kristelig Folkeparti",906
"1532 Giske","Senterpartiet",385
"1532 Giske","Venstre",572
"1532 Giske","Rød valgallianse",1
"1532 Giske","Det nye Folkepartiet (1973-1977)",43
"1532 Giske","Anders Langes parti (1973)",105
"1532 Giske","Ensliges parti",8
"1532 Giske","Kvinnenes frie folkevalgte",6
"1532 Giske","Norges demokratiske parti",4
"1532 Giske","Sosialistisk Valgforbund (1973)",66
"1534 Haram","Arbeiderpartiet",646
"1534 Haram","Høyre",290
"1534 Haram","Kristelig Folkeparti",1180
"1534 Haram","Senterpartiet",633
"1534 Haram","Venstre",1090
"1534 Haram","Rød valgallianse",14
"1534 Haram","Det nye Folkepartiet (1973-1977)",67
"1534 Haram","Anders Langes parti (1973)",175
"1534 Haram","Ensliges parti",7
"1534 Haram","Kvinnenes frie folkevalgte",5
"1534 Haram","Norges demokratiske parti",2
"1534 Haram","Sosialistisk Valgforbund (1973)",289
"1534 Haram","Andre",1
"1535 Vestnes","Arbeiderpartiet",715
"1535 Vestnes","Høyre",129
"1535 Vestnes","Kristelig Folkeparti",685
"1535 Vestnes","Senterpartiet",520
"1535 Vestnes","Venstre",318
"1535 Vestnes","Rød valgallianse",7
"1535 Vestnes","Det nye Folkepartiet (1973-1977)",67
"1535 Vestnes","Anders Langes parti (1973)",138
"1535 Vestnes","Ensliges parti",5
"1535 Vestnes","Kvinnenes frie folkevalgte",2
"1535 Vestnes","Norges demokratiske parti",1
"1535 Vestnes","Sosialistisk Valgforbund (1973)",199
"1539 Rauma","Arbeiderpartiet",1398
"1539 Rauma","Høyre",376
"1539 Rauma","Kristelig Folkeparti",944
"1539 Rauma","Senterpartiet",808
"1539 Rauma","Venstre",155
"1539 Rauma","Rød valgallianse",8
"1539 Rauma","Det nye Folkepartiet (1973-1977)",125
"1539 Rauma","Anders Langes parti (1973)",166
"1539 Rauma","Ensliges parti",3
"1539 Rauma","Kvinnenes frie folkevalgte",6
"1539 Rauma","Norges demokratiske parti",3
"1539 Rauma","Sosialistisk Valgforbund (1973)",260
"1543 Nesset","Arbeiderpartiet",571
"1543 Nesset","Høyre",98
"1543 Nesset","Kristelig Folkeparti",452
"1543 Nesset","Senterpartiet",387
"1543 Nesset","Venstre",92
"1543 Nesset","Det nye Folkepartiet (1973-1977)",25
"1543 Nesset","Anders Langes parti (1973)",65
"1543 Nesset","Ensliges parti",9
"1543 Nesset","Kvinnenes frie folkevalgte",4
"1543 Nesset","Norges demokratiske parti",2
"1543 Nesset","Sosialistisk Valgforbund (1973)",130
"1545 Midsund","Arbeiderpartiet",173
"1545 Midsund","Høyre",31
"1545 Midsund","Kristelig Folkeparti",309
"1545 Midsund","Senterpartiet",274
"1545 Midsund","Venstre",126
"1545 Midsund","Rød valgallianse",1
"1545 Midsund","Det nye Folkepartiet (1973-1977)",9
"1545 Midsund","Anders Langes parti (1973)",28
"1545 Midsund","Ensliges parti",1
"1545 Midsund","Kvinnenes frie folkevalgte",2
"1545 Midsund","Norges demokratiske parti",2
"1545 Midsund","Sosialistisk Valgforbund (1973)",81
"1546 Sandøy","Arbeiderpartiet",112
"1546 Sandøy","Høyre",35
"1546 Sandøy","Kristelig Folkeparti",311
"1546 Sandøy","Senterpartiet",146
"1546 Sandøy","Venstre",131
"1546 Sandøy","Rød valgallianse",4
"1546 Sandøy","Det nye Folkepartiet (1973-1977)",29
"1546 Sandøy","Anders Langes parti (1973)",38
"1546 Sandøy","Ensliges parti",2
"1546 Sandøy","Norges demokratiske parti",1
"1546 Sandøy","Sosialistisk Valgforbund (1973)",63
"1547 Aukra","Arbeiderpartiet",243
"1547 Aukra","Høyre",56
"1547 Aukra","Kristelig Folkeparti",365
"1547 Aukra","Senterpartiet",334
"1547 Aukra","Venstre",112
"1547 Aukra","Rød valgallianse",5
"1547 Aukra","Det nye Folkepartiet (1973-1977)",25
"1547 Aukra","Anders Langes parti (1973)",37
"1547 Aukra","Ensliges parti",2
"1547 Aukra","Kvinnenes frie folkevalgte",2
"1547 Aukra","Sosialistisk Valgforbund (1973)",114
"1548 Fræna","Arbeiderpartiet",866
"1548 Fræna","Høyre",141
"1548 Fræna","Kristelig Folkeparti",1091
"1548 Fræna","Senterpartiet",963
"1548 Fræna","Venstre",200
"1548 Fræna","Rød valgallianse",3
"1548 Fræna","Det nye Folkepartiet (1973-1977)",48
"1548 Fræna","Anders Langes parti (1973)",159
"1548 Fræna","Ensliges parti",3
"1548 Fræna","Kvinnenes frie folkevalgte",6
"1548 Fræna","Norges demokratiske parti",5
"1548 Fræna","Sosialistisk Valgforbund (1973)",185
"1551 Eide","Arbeiderpartiet",412
"1551 Eide","Høyre",76
"1551 Eide","Kristelig Folkeparti",313
"1551 Eide","Senterpartiet",318
"1551 Eide","Venstre",161
"1551 Eide","Rød valgallianse",2
"1551 Eide","Det nye Folkepartiet (1973-1977)",52
"1551 Eide","Anders Langes parti (1973)",71
"1551 Eide","Ensliges parti",1
"1551 Eide","Kvinnenes frie folkevalgte",1
"1551 Eide","Norges demokratiske parti",1
"1551 Eide","Sosialistisk Valgforbund (1973)",120
"1554 Averøy","Arbeiderpartiet",903
"1554 Averøy","Høyre",117
"1554 Averøy","Kristelig Folkeparti",498
"1554 Averøy","Senterpartiet",606
"1554 Averøy","Venstre",287
"1554 Averøy","Rød valgallianse",4
"1554 Averøy","Det nye Folkepartiet (1973-1977)",62
"1554 Averøy","Anders Langes parti (1973)",70
"1554 Averøy","Ensliges parti",7
"1554 Averøy","Kvinnenes frie folkevalgte",1
"1554 Averøy","Norges demokratiske parti",6
"1554 Averøy","Sosialistisk Valgforbund (1973)",126
"1556 Frei (-2007)","Arbeiderpartiet",636
"1556 Frei (-2007)","Høyre",61
"1556 Frei (-2007)","Kristelig Folkeparti",243
"1556 Frei (-2007)","Senterpartiet",144
"1556 Frei (-2007)","Venstre",156
"1556 Frei (-2007)","Rød valgallianse",3
"1556 Frei (-2007)","Det nye Folkepartiet (1973-1977)",25
"1556 Frei (-2007)","Anders Langes parti (1973)",90
"1556 Frei (-2007)","Kvinnenes frie folkevalgte",2
"1556 Frei (-2007)","Sosialistisk Valgforbund (1973)",81
"1557 Gjemnes","Arbeiderpartiet",424
"1557 Gjemnes","Høyre",46
"1557 Gjemnes","Kristelig Folkeparti",334
"1557 Gjemnes","Senterpartiet",583
"1557 Gjemnes","Venstre",96
"1557 Gjemnes","Rød valgallianse",3
"1557 Gjemnes","Det nye Folkepartiet (1973-1977)",46
"1557 Gjemnes","Anders Langes parti (1973)",52
"1557 Gjemnes","Sosialistisk Valgforbund (1973)",53
"1560 Tingvoll","Arbeiderpartiet",758
"1560 Tingvoll","Høyre",76
"1560 Tingvoll","Kristelig Folkeparti",388
"1560 Tingvoll","Senterpartiet",493
"1560 Tingvoll","Venstre",139
"1560 Tingvoll","Rød valgallianse",6
"1560 Tingvoll","Det nye Folkepartiet (1973-1977)",46
"1560 Tingvoll","Anders Langes parti (1973)",40
"1560 Tingvoll","Ensliges parti",3
"1560 Tingvoll","Kvinnenes frie folkevalgte",5
"1560 Tingvoll","Norges demokratiske parti",1
"1560 Tingvoll","Sosialistisk Valgforbund (1973)",112
"1563 Sunndal","Arbeiderpartiet",1953
"1563 Sunndal","Høyre",309
"1563 Sunndal","Kristelig Folkeparti",412
"1563 Sunndal","Senterpartiet",649
"1563 Sunndal","Venstre",168
"1563 Sunndal","Rød valgallianse",5
"1563 Sunndal","Det nye Folkepartiet (1973-1977)",64
"1563 Sunndal","Anders Langes parti (1973)",105
"1563 Sunndal","Ensliges parti",7
"1563 Sunndal","Kvinnenes frie folkevalgte",6
"1563 Sunndal","Norges demokratiske parti",5
"1563 Sunndal","Sosialistisk Valgforbund (1973)",453
"1566 Surnadal","Arbeiderpartiet",1420
"1566 Surnadal","Høyre",163
"1566 Surnadal","Kristelig Folkeparti",422
"1566 Surnadal","Senterpartiet",906
"1566 Surnadal","Venstre",96
"1566 Surnadal","Rød valgallianse",3
"1566 Surnadal","Det nye Folkepartiet (1973-1977)",25
"1566 Surnadal","Anders Langes parti (1973)",84
"1566 Surnadal","Ensliges parti",6
"1566 Surnadal","Kvinnenes frie folkevalgte",3
"1566 Surnadal","Sosialistisk Valgforbund (1973)",100
"1567 Rindal","Arbeiderpartiet",395
"1567 Rindal","Høyre",35
"1567 Rindal","Kristelig Folkeparti",220
"1567 Rindal","Senterpartiet",463
"1567 Rindal","Venstre",21
"1567 Rindal","Det nye Folkepartiet (1973-1977)",24
"1567 Rindal","Anders Langes parti (1973)",2
"1567 Rindal","Ensliges parti",4
"1567 Rindal","Kvinnenes frie folkevalgte",1
"1567 Rindal","Sosialistisk Valgforbund (1973)",38
"1569 Aure (-2005)","Arbeiderpartiet",518
"1569 Aure (-2005)","Høyre",164
"1569 Aure (-2005)","Kristelig Folkeparti",212
"1569 Aure (-2005)","Senterpartiet",462
"1569 Aure (-2005)","Venstre",202
"1569 Aure (-2005)","Rød valgallianse",1
"1569 Aure (-2005)","Det nye Folkepartiet (1973-1977)",13
"1569 Aure (-2005)","Anders Langes parti (1973)",25
"1569 Aure (-2005)","Kvinnenes frie folkevalgte",2
"1569 Aure (-2005)","Norges demokratiske parti",1
"1569 Aure (-2005)","Sosialistisk Valgforbund (1973)",58
"1571 Halsa","Arbeiderpartiet",508
"1571 Halsa","Høyre",91
"1571 Halsa","Kristelig Folkeparti",105
"1571 Halsa","Senterpartiet",331
"1571 Halsa","Venstre",65
"1571 Halsa","Det nye Folkepartiet (1973-1977)",19
"1571 Halsa","Anders Langes parti (1973)",27
"1571 Halsa","Norges demokratiske parti",2
"1571 Halsa","Sosialistisk Valgforbund (1973)",51
"1572 Tustna (-2005)","Arbeiderpartiet",256
"1572 Tustna (-2005)","Høyre",40
"1572 Tustna (-2005)","Kristelig Folkeparti",96
"1572 Tustna (-2005)","Senterpartiet",145
"1572 Tustna (-2005)","Venstre",94
"1572 Tustna (-2005)","Rød valgallianse",1
"1572 Tustna (-2005)","Det nye Folkepartiet (1973-1977)",4
"1572 Tustna (-2005)","Anders Langes parti (1973)",16
"1572 Tustna (-2005)","Ensliges parti",1
"1572 Tustna (-2005)","Sosialistisk Valgforbund (1973)",28
"1573 Smøla","Arbeiderpartiet",564
"1573 Smøla","Høyre",122
"1573 Smøla","Kristelig Folkeparti",269
"1573 Smøla","Senterpartiet",226
"1573 Smøla","Venstre",228
"1573 Smøla","Rød valgallianse",2
"1573 Smøla","Det nye Folkepartiet (1973-1977)",15
"1573 Smøla","Anders Langes parti (1973)",32
"1573 Smøla","Ensliges parti",2
"1573 Smøla","Kvinnenes frie folkevalgte",1
"1573 Smøla","Norges demokratiske parti",1
"1573 Smøla","Sosialistisk Valgforbund (1973)",109
"1601 Trondheim","Arbeiderpartiet",26098
"1601 Trondheim","Høyre",15914
"1601 Trondheim","Kristelig Folkeparti",5150
"1601 Trondheim","Senterpartiet",4768
"1601 Trondheim","Venstre",1684
"1601 Trondheim","Rød valgallianse",511
"1601 Trondheim","Det nye Folkepartiet (1973-1977)",1469
"1601 Trondheim","Anders Langes parti (1973)",2404
"1601 Trondheim","Ensliges parti",85
"1601 Trondheim","Kvinnenes frie folkevalgte",36
"1601 Trondheim","Norges demokratiske parti",36
"1601 Trondheim","Sosialistisk Valgforbund (1973)",12683
"1612 Hemne","Arbeiderpartiet",742
"1612 Hemne","Høyre",191
"1612 Hemne","Kristelig Folkeparti",294
"1612 Hemne","Senterpartiet",505
"1612 Hemne","Venstre",56
"1612 Hemne","Rød valgallianse",2
"1612 Hemne","Det nye Folkepartiet (1973-1977)",28
"1612 Hemne","Anders Langes parti (1973)",39
"1612 Hemne","Ensliges parti",2
"1612 Hemne","Kvinnenes frie folkevalgte",3
"1612 Hemne","Sosialistisk Valgforbund (1973)",175
"1613 Snillfjord","Arbeiderpartiet",197
"1613 Snillfjord","Høyre",30
"1613 Snillfjord","Kristelig Folkeparti",164
"1613 Snillfjord","Senterpartiet",221
"1613 Snillfjord","Venstre",27
"1613 Snillfjord","Rød valgallianse",1
"1613 Snillfjord","Det nye Folkepartiet (1973-1977)",12
"1613 Snillfjord","Anders Langes parti (1973)",14
"1613 Snillfjord","Ensliges parti",1
"1613 Snillfjord","Norges demokratiske parti",3
"1613 Snillfjord","Sosialistisk Valgforbund (1973)",40
"1617 Hitra","Arbeiderpartiet",637
"1617 Hitra","Høyre",290
"1617 Hitra","Kristelig Folkeparti",376
"1617 Hitra","Senterpartiet",427
"1617 Hitra","Venstre",41
"1617 Hitra","Rød valgallianse",6
"1617 Hitra","Det nye Folkepartiet (1973-1977)",15
"1617 Hitra","Anders Langes parti (1973)",51
"1617 Hitra","Ensliges parti",1
"1617 Hitra","Kvinnenes frie folkevalgte",3
"1617 Hitra","Norges demokratiske parti",5
"1617 Hitra","Sosialistisk Valgforbund (1973)",169
"1620 Frøya","Arbeiderpartiet",915
"1620 Frøya","Høyre",271
"1620 Frøya","Kristelig Folkeparti",629
"1620 Frøya","Senterpartiet",376
"1620 Frøya","Venstre",106
"1620 Frøya","Rød valgallianse",9
"1620 Frøya","Det nye Folkepartiet (1973-1977)",22
"1620 Frøya","Anders Langes parti (1973)",51
"1620 Frøya","Ensliges parti",4
"1620 Frøya","Kvinnenes frie folkevalgte",1
"1620 Frøya","Norges demokratiske parti",4
"1620 Frøya","Sosialistisk Valgforbund (1973)",155
"1621 Ørland","Arbeiderpartiet",645
"1621 Ørland","Høyre",478
"1621 Ørland","Kristelig Folkeparti",377
"1621 Ørland","Senterpartiet",596
"1621 Ørland","Venstre",74
"1621 Ørland","Rød valgallianse",11
"1621 Ørland","Det nye Folkepartiet (1973-1977)",56
"1621 Ørland","Anders Langes parti (1973)",130
"1621 Ørland","Ensliges parti",3
"1621 Ørland","Kvinnenes frie folkevalgte",4
"1621 Ørland","Norges demokratiske parti",1
"1621 Ørland","Sosialistisk Valgforbund (1973)",133
"1622 Agdenes","Arbeiderpartiet",266
"1622 Agdenes","Høyre",90
"1622 Agdenes","Kristelig Folkeparti",260
"1622 Agdenes","Senterpartiet",311
"1622 Agdenes","Venstre",24
"1622 Agdenes","Rød valgallianse",3
"1622 Agdenes","Det nye Folkepartiet (1973-1977)",8
"1622 Agdenes","Anders Langes parti (1973)",34
"1622 Agdenes","Norges demokratiske parti",1
"1622 Agdenes","Sosialistisk Valgforbund (1973)",45
"1624 Rissa","Arbeiderpartiet",1020
"1624 Rissa","Høyre",275
"1624 Rissa","Kristelig Folkeparti",557
"1624 Rissa","Senterpartiet",1002
"1624 Rissa","Venstre",123
"1624 Rissa","Rød valgallianse",10
"1624 Rissa","Det nye Folkepartiet (1973-1977)",115
"1624 Rissa","Anders Langes parti (1973)",70
"1624 Rissa","Ensliges parti",3
"1624 Rissa","Kvinnenes frie folkevalgte",3
"1624 Rissa","Norges demokratiske parti",4
"1624 Rissa","Sosialistisk Valgforbund (1973)",155
"1627 Bjugn","Arbeiderpartiet",721
"1627 Bjugn","Høyre",268
"1627 Bjugn","Kristelig Folkeparti",331
"1627 Bjugn","Senterpartiet",579
"1627 Bjugn","Venstre",43
"1627 Bjugn","Rød valgallianse",6
"1627 Bjugn","Det nye Folkepartiet (1973-1977)",16
"1627 Bjugn","Anders Langes parti (1973)",116
"1627 Bjugn","Ensliges parti",4
"1627 Bjugn","Kvinnenes frie folkevalgte",1
"1627 Bjugn","Norges demokratiske parti",2
"1627 Bjugn","Sosialistisk Valgforbund (1973)",131
"1630 Åfjord","Arbeiderpartiet",449
"1630 Åfjord","Høyre",246
"1630 Åfjord","Kristelig Folkeparti",478
"1630 Åfjord","Senterpartiet",639
"1630 Åfjord","Venstre",37
"1630 Åfjord","Rød valgallianse",2
"1630 Åfjord","Det nye Folkepartiet (1973-1977)",40
"1630 Åfjord","Anders Langes parti (1973)",80
"1630 Åfjord","Ensliges parti",4
"1630 Åfjord","Kvinnenes frie folkevalgte",1
"1630 Åfjord","Norges demokratiske parti",1
"1630 Åfjord","Sosialistisk Valgforbund (1973)",58
"1632 Roan","Arbeiderpartiet",172
"1632 Roan","Høyre",116
"1632 Roan","Kristelig Folkeparti",168
"1632 Roan","Senterpartiet",208
"1632 Roan","Venstre",23
"1632 Roan","Rød valgallianse",1
"1632 Roan","Det nye Folkepartiet (1973-1977)",11
"1632 Roan","Anders Langes parti (1973)",44
"1632 Roan","Ensliges parti",2
"1632 Roan","Sosialistisk Valgforbund (1973)",29
"1633 Osen","Arbeiderpartiet",186
"1633 Osen","Høyre",53
"1633 Osen","Kristelig Folkeparti",172
"1633 Osen","Senterpartiet",170
"1633 Osen","Venstre",31
